Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
mikla	177.07457675395204	2248		m ɪ h k l a		
tveggja	177.07457675395204	2248		tʰ v ɛ cː a		
ýmsum	176.91703709491827	2246		i m s ʏ m		
frakklandi	176.68072760636764	2243		f r a h k l a n t ɪ		
haft	176.3656482883001	2239		h a f t		h a f t
ná	176.2868784587832	2238		n a uː		n a uː
fjölda	176.20810862926632	2237		f j œ l t a		
allar	175.81425948168192	2232		a t l a r		
akureyri	175.4204103340975	2227		aː k ʏ r e iː r ɪ		
búa	175.4204103340975	2227		p uː a		p uː a
áttu	175.18410084554685	2224		a u h t ʏ		
víða	174.79025169796245	2219		v iː ð a		v iː ð a
íslenskar	174.47517237989493	2215		i s t l ɛ n s k aː r		
margar	173.2148551076248	2199		m a r k a r		
mörg	173.05731544859103	2197		m œ r k		
sigurðsson	172.82100596004037	2194		s ɪː ɣ ʏ r ð s s ɔː n		
on	171.3243791992196	2175		ɔː n		
kvenna	171.24560936970272	2174		kʰ v ɛ nː a		
svíþjóð	170.61545073356766	2166		s v iː θ j o uː ð		
ekkert	170.22160158598325	2161		ɛ h c ɛ r̥ t		ɛ h c ɛ r̥ t
leikkona	170.22160158598325	2161		l e iː kʰ ɔː n a		l e iː k kʰ ɔː n a
fyrrverandi	169.5126731203313	2152		f ɪ r v ɛː r a n t ɪ		
séu	169.43390329081444	2151		ʂ ɛː ʏ		
undan	169.35513346129756	2150		ʏ n t a n		
nafni	168.56743516612872	2140		n a p n ɪ		n a p n ɪ
sagt	168.40989550709494	2138		s a x t		
